EmpID,State,City,Branch,Department,JobRole,Age,AgeGroup,Gender,MaritalStatus,Education,MonthlyIncome,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,HireDate,Attrition
EMP00310,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Branch Manager,47,46-60,Male,Married,3,6076,No,Travel_Rarely,2,3,4,2,15,2015-01-30,No
EMP00311,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,21,18-25,Female,Married,1,2420,Yes,Travel_Rarely,17,3,3,1,13,2021-05-22,No
EMP00312,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,24,18-25,Female,Single,5,2345,No,Travel_Rarely,13,1,1,4,11,2021-07-21,No
EMP00313,Penang,George Town,George Town Branch 1,Operations,Assistant Manager,42,36-45,Female,Married,2,4259,No,Travel_Rarely,20,2,4,2,2,2019-06-29,No
EMP00314,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,IT,IT Support,37,36-45,Female,Married,3,3838,No,Non-Travel,17,4,4,1,1,2021-02-16,No
EMP00315,Sarawak,Kuching,Kuching Branch 2,IT,IT Support,29,26-35,Male,Single,2,3884,No,Non-Travel,23,3,1,3,9,2014-10-16,No
EMP00316,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,38,36-45,Female,Married,2,2738,No,Non-Travel,11,1,3,3,5,2023-01-29,No
EMP00317,Penang,George Town,George Town Branch 2,Customer Support,Customer Service,50,46-60,Female,Single,3,2765,No,Non-Travel,13,4,2,2,9,2020-01-03,No
EMP00318,Penang,George Town,George Town Branch 1,Operations,Delivery Rider,45,36-45,Female,Married,4,2518,No,Non-Travel,1,4,3,3,14,2017-07-17,No
EMP00319,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,22,18-25,Female,Single,2,3686,No,Travel_Frequently,5,1,4,3,8,2016-04-03,No
EMP00320,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,51,46-60,Female,Married,2,2651,No,Travel_Rarely,16,1,3,4,7,2018-12-24,No
EMP00321,Selangor,Shah Alam,Shah Alam Branch 1,Customer Support,Customer Service,48,46-60,Female,Single,3,2185,No,Non-Travel,8,1,4,1,13,2017-11-08,No
EMP00322,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,50,46-60,Male,Married,1,2494,No,Travel_Rarely,20,3,3,2,1,2017-07-26,No
EMP00323,Johor,Johor Bahru,Johor Bahru Branch 2,IT,IT Support,34,26-35,Male,Single,3,3856,No,Travel_Rarely,2,4,1,3,2,2015-08-21,Yes
EMP00324,Johor,Johor Bahru,Johor Bahru Branch 2,Customer Support,Customer Service,44,36-45,Female,Single,2,2626,No,Non-Travel,10,1,3,4,3,2022-12-27,No
EMP00325,Sarawak,Kuching,Kuching Branch 1,HR,HR Executive,33,26-35,Male,Married,1,3977,No,Travel_Rarely,6,4,2,2,9,2018-05-20,No
EMP00326,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,38,36-45,Female,Married,3,2586,No,Non-Travel,12,4,2,2,11,2015-01-07,No
EMP00327,Selangor,Shah Alam,Shah Alam Branch 2,HR,HR Executive,50,46-60,Female,Single,2,4055,No,Non-Travel,24,1,1,3,2,2020-06-27,No
EMP00328,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sales,Sales Executive,55,46-60,Female,Single,3,3756,No,Non-Travel,24,2,1,3,3,2023-11-02,No
EMP00329,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,49,46-60,Male,Married,3,2306,No,Non-Travel,7,4,4,4,13,2022-12-24,Yes
EMP00330,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,44,36-45,Male,Single,3,2442,Yes,Non-Travel,24,4,1,3,11,2016-03-28,No
EMP00331,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,26,26-35,Male,Married,4,2563,Yes,Non-Travel,2,1,1,1,8,2017-07-29,No
EMP00332,Johor,Johor Bahru,Johor Bahru Branch 1,Finance,Finance Executive,50,46-60,Male,Married,2,3216,No,Non-Travel,6,1,1,2,10,2015-03-29,No
EMP00333,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,24,18-25,Male,Married,5,2403,No,Non-Travel,2,4,3,1,11,2023-02-21,No
EMP00334,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Cashier,52,46-60,Male,Single,2,2881,Yes,Travel_Frequently,12,2,2,4,9,2014-06-07,No
EMP00335,Sarawak,Kuching,Kuching Branch 2,IT,IT Support,24,18-25,Male,Divorced,5,4345,No,Travel_Rarely,12,2,3,1,11,2022-10-09,No
EMP00336,Selangor,Shah Alam,Shah Alam Branch 2,Sales,Sales Executive,26,26-35,Male,Married,4,3994,No,Travel_Rarely,18,1,4,3,10,2021-12-14,No
EMP00337,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Assistant Manager,30,26-35,Male,Married,3,4253,No,Travel_Rarely,11,4,3,2,0,2019-03-06,No
EMP00338,Johor,Johor Bahru,Johor Bahru Branch 2,HR,HR Executive,30,26-35,Male,Married,4,4378,Yes,Travel_Rarely,7,4,4,2,14,2021-04-02,No
EMP00339,Penang,George Town,George Town Branch 2,Operations,Cashier,20,18-25,Male,Single,3,2296,No,Travel_Rarely,1,1,3,4,5,2017-10-10,No
EMP00340,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Branch Manager,37,36-45,Female,Single,2,5235,No,Non-Travel,13,1,1,2,6,2022-01-29,No
EMP00341,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,22,18-25,Male,Married,5,2288,Yes,Travel_Rarely,2,4,2,1,4,2018-11-01,No
EMP00342,Johor,Johor Bahru,Johor Bahru Branch 2,Customer Support,Customer Service,32,26-35,Male,Single,2,2160,No,Travel_Frequently,10,1,1,1,10,2022-05-20,No
EMP00343,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sales,Sales Executive,34,26-35,Male,Single,2,3510,No,Non-Travel,7,4,4,1,4,2018-04-20,No
EMP00344,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Finance,Finance Executive,50,46-60,Male,Married,3,5390,No,Travel_Rarely,6,2,2,1,2,2020-02-28,No
EMP00345,Sarawak,Kuching,Kuching Branch 1,Sales,Sales Executive,52,46-60,Male,Single,2,3252,No,Non-Travel,16,2,3,4,14,2021-06-03,No
EMP00346,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,26,26-35,Female,Married,3,3899,No,Non-Travel,14,2,1,4,8,2014-06-07,No
EMP00347,Selangor,Shah Alam,Shah Alam Branch 2,HR,HR Executive,24,18-25,Male,Married,1,3191,No,Non-Travel,1,1,3,3,5,2018-06-15,No
EMP00348,Johor,Johor Bahru,Johor Bahru Branch 2,Sales,Sales Executive,47,46-60,Male,Married,1,3616,No,Travel_Rarely,5,4,3,4,4,2014-07-07,No
EMP00349,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,51,46-60,Female,Married,3,1870,Yes,Travel_Frequently,5,1,2,4,1,2014-04-08,No
EMP00350,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,38,36-45,Male,Married,1,1942,No,Non-Travel,22,1,1,3,0,2023-05-13,No
EMP00351,Penang,George Town,George Town Branch 1,Operations,Branch Manager,31,26-35,Male,Married,5,7066,Yes,Travel_Rarely,8,1,4,3,5,2015-06-24,No
EMP00352,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,43,36-45,Female,Single,2,2263,No,Travel_Rarely,19,4,4,1,12,2023-03-29,No
EMP00353,Sarawak,Kuching,Kuching Branch 1,Operations,Assistant Manager,39,36-45,Female,Single,3,4164,No,Non-Travel,2,4,1,3,6,2019-05-15,No
EMP00354,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,23,18-25,Male,Single,1,2304,Yes,Non-Travel,6,1,3,3,7,2019-10-29,Yes
EMP00355,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,HR,HR Executive,33,26-35,Male,Married,3,2836,No,Travel_Rarely,9,4,4,1,1,2021-05-16,No
EMP00356,Penang,George Town,George Town Branch 1,Operations,Cashier,53,46-60,Female,Married,2,2087,No,Travel_Frequently,8,2,4,3,11,2022-04-24,No
EMP00357,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Cashier,39,36-45,Female,Single,3,2199,No,Non-Travel,3,2,4,4,4,2014-06-11,No
EMP00358,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,33,26-35,Female,Married,3,3666,No,Non-Travel,24,4,2,2,3,2023-01-06,Yes
EMP00359,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,30,26-35,Male,Single,3,1800,No,Travel_Rarely,19,2,2,2,9,2014-12-22,No
EMP00360,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Customer Support,Customer Service,44,36-45,Female,Single,2,2925,No,Travel_Rarely,20,3,1,3,1,2014-09-23,Yes
EMP00361,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Branch Manager,22,18-25,Female,Married,1,5683,No,Travel_Frequently,1,3,1,4,0,2021-04-05,No
EMP00362,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Finance,Finance Executive,51,46-60,Female,Divorced,4,4480,No,Non-Travel,17,4,3,2,1,2014-12-25,No
EMP00363,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,51,46-60,Female,Single,2,2322,No,Non-Travel,20,4,3,4,2,2023-03-14,No
EMP00364,Selangor,Shah Alam,Shah Alam Branch 1,HR,HR Executive,31,26-35,Female,Married,4,4241,No,Non-Travel,19,2,3,1,14,2022-05-21,No
EMP00365,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Customer Support,Customer Service,36,36-45,Female,Married,4,3088,No,Non-Travel,15,1,2,4,6,2020-01-13,No
EMP00366,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,46,46-60,Male,Married,1,2325,No,Non-Travel,18,4,3,2,1,2014-04-16,No
EMP00367,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Customer Support,Customer Service,53,46-60,Male,Single,4,2687,No,Non-Travel,7,2,3,4,8,2017-05-23,Yes
EMP00368,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,22,18-25,Female,Single,1,2523,Yes,Travel_Rarely,2,2,3,1,3,2016-06-25,No
EMP00369,Penang,George Town,George Town Branch 2,Operations,Delivery Rider,39,36-45,Male,Single,3,2181,No,Non-Travel,5,4,2,2,0,2015-08-27,No
EMP00370,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,28,26-35,Female,Single,3,2036,No,Travel_Rarely,3,1,4,3,2,2016-04-22,No
EMP00371,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Delivery Rider,51,46-60,Male,Married,3,2383,No,Non-Travel,22,2,2,1,2,2022-10-20,No
EMP00372,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,35,26-35,Male,Single,1,2185,No,Non-Travel,10,1,1,2,12,2016-02-13,No
EMP00373,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Delivery Rider,27,26-35,Female,Single,3,2370,No,Travel_Rarely,16,2,4,3,15,2015-02-24,No
EMP00374,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,25,18-25,Female,Married,4,2389,No,Travel_Rarely,20,1,1,3,13,2020-08-12,No
EMP00375,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,31,26-35,Female,Married,3,2772,No,Travel_Rarely,6,2,4,1,10,2021-09-28,No
EMP00376,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Finance,Finance Executive,26,26-35,Male,Single,4,4604,No,Travel_Frequently,6,2,3,2,5,2020-12-26,No
EMP00377,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,23,18-25,Female,Married,4,2478,No,Travel_Rarely,14,4,1,3,0,2022-12-15,No
EMP00378,Penang,George Town,George Town Branch 1,Operations,Cashier,44,36-45,Male,Single,3,2212,No,Travel_Frequently,16,2,1,4,6,2017-07-20,No
EMP00379,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,40,36-45,Female,Married,3,2317,No,Non-Travel,11,3,1,3,8,2014-09-24,No
EMP00380,Penang,George Town,George Town Branch 2,Operations,Cashier,48,46-60,Male,Single,4,2321,No,Non-Travel,14,3,1,2,10,2015-03-01,No
EMP00381,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,HR,HR Executive,23,18-25,Female,Single,4,3816,No,Non-Travel,17,4,3,1,8,2022-07-22,No
EMP00382,Sarawak,Kuching,Kuching Branch 2,Operations,Delivery Rider,49,46-60,Male,Married,2,2910,Yes,Non-Travel,25,1,2,4,15,2021-07-18,No
EMP00383,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Assistant Manager,37,36-45,Female,Married,5,3794,Yes,Non-Travel,21,1,2,4,14,2022-12-23,No
EMP00384,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Branch Manager,24,18-25,Female,Married,3,7064,No,Non-Travel,16,2,2,3,2,2018-04-23,No
EMP00385,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Delivery Rider,21,18-25,Male,Married,3,2200,No,Travel_Rarely,6,1,1,4,4,2018-01-05,No
EMP00386,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Delivery Rider,41,36-45,Male,Divorced,1,2523,Yes,Non-Travel,7,2,1,3,2,2017-11-02,Yes
EMP00387,Penang,George Town,George Town Branch 1,Sales,Sales Executive,36,36-45,Male,Married,4,3727,Yes,Non-Travel,1,1,4,4,3,2014-08-10,No
EMP00388,Johor,Johor Bahru,Johor Bahru Branch 1,Sales,Sales Executive,44,36-45,Female,Single,2,3683,No,Non-Travel,14,3,4,3,8,2015-12-22,Yes
EMP00389,Penang,George Town,George Town Branch 1,Operations,Delivery Rider,49,46-60,Female,Single,4,2347,No,Travel_Rarely,8,1,3,4,3,2016-06-24,No
EMP00390,Penang,George Town,George Town Branch 2,Operations,Cashier,42,36-45,Male,Single,3,1883,Yes,Travel_Rarely,21,3,4,4,9,2017-05-04,No
EMP00391,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Cashier,20,18-25,Female,Married,3,2110,No,Travel_Rarely,21,1,1,2,2,2023-03-26,No
EMP00392,Johor,Johor Bahru,Johor Bahru Branch 1,IT,IT Support,30,26-35,Female,Single,3,3808,Yes,Travel_Rarely,7,1,1,4,2,2021-02-18,No
EMP00393,Selangor,Shah Alam,Shah Alam Branch 1,HR,HR Executive,45,36-45,Female,Married,2,2810,No,Travel_Rarely,17,3,4,1,8,2021-01-07,No
EMP00394,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,HR,HR Executive,52,46-60,Male,Single,1,3972,Yes,Non-Travel,10,4,3,2,5,2017-06-30,No
EMP00395,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,IT,IT Support,24,18-25,Female,Married,2,3491,No,Non-Travel,20,1,4,4,3,2017-03-28,No
EMP00396,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,42,36-45,Female,Married,4,1871,No,Non-Travel,20,2,4,3,1,2021-02-01,No
EMP00397,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Branch Manager,25,18-25,Male,Married,3,6631,Yes,Non-Travel,3,3,3,4,1,2021-10-14,Yes
EMP00398,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,20,18-25,Female,Single,3,2735,No,Non-Travel,14,2,1,2,11,2020-02-26,No
EMP00399,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,23,18-25,Male,Married,2,2618,No,Travel_Rarely,3,4,1,1,10,2016-06-27,No
EMP00400,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,28,26-35,Female,Married,2,3146,No,Non-Travel,7,2,3,4,15,2014-12-23,No
EMP00401,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,53,46-60,Male,Married,3,2896,Yes,Non-Travel,9,3,1,2,11,2017-10-31,No
EMP00402,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,40,36-45,Female,Married,2,3747,No,Non-Travel,15,1,1,1,13,2023-01-26,Yes
EMP00403,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,26,26-35,Male,Divorced,3,2530,Yes,Non-Travel,4,1,4,4,13,2021-12-09,No
EMP00404,Penang,George Town,George Town Branch 2,Operations,Cashier,34,26-35,Female,Single,2,2223,No,Travel_Frequently,7,1,1,4,0,2020-11-14,No
EMP00405,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,52,46-60,Male,Single,5,2217,Yes,Non-Travel,7,4,3,4,12,2023-05-27,No
EMP00406,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,42,36-45,Female,Married,3,1856,No,Travel_Frequently,1,3,4,2,5,2016-04-03,No
EMP00407,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,53,46-60,Male,Married,3,2619,No,Non-Travel,4,2,3,4,13,2014-08-11,No
EMP00408,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,29,26-35,Male,Married,2,2411,No,Travel_Rarely,6,4,4,3,11,2023-12-13,No
EMP00409,Selangor,Shah Alam,Shah Alam Branch 1,Finance,Finance Executive,33,26-35,Male,Married,3,4103,No,Non-Travel,21,1,3,4,11,2015-04-03,Yes
EMP00410,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,37,36-45,Female,Married,3,3986,Yes,Non-Travel,10,2,4,4,1,2018-09-10,Yes
EMP00411,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,23,18-25,Male,Married,4,2370,Yes,Travel_Rarely,10,3,2,3,13,2017-07-18,No
EMP00412,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Branch Manager,43,36-45,Male,Married,2,5532,No,Travel_Rarely,16,1,1,1,11,2023-10-28,No
EMP00413,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,32,26-35,Male,Single,3,2303,No,Travel_Frequently,7,3,3,4,13,2015-07-24,No
EMP00414,Penang,George Town,George Town Branch 1,IT,IT Support,45,36-45,Male,Single,3,3395,No,Non-Travel,3,4,2,1,6,2014-07-07,No
EMP00415,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,31,26-35,Female,Single,4,2183,No,Non-Travel,13,4,4,2,2,2015-01-27,No
EMP00416,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,24,18-25,Female,Married,4,2608,No,Non-Travel,12,2,3,1,12,2017-07-13,No
EMP00417,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,19,18-25,Female,Married,3,2450,No,Non-Travel,16,2,1,3,12,2017-10-20,Yes
EMP00418,Selangor,Shah Alam,Shah Alam Branch 2,HR,HR Executive,36,36-45,Male,Single,2,4160,Yes,Travel_Rarely,13,1,2,1,4,2015-04-26,No
EMP00419,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Delivery Rider,31,26-35,Male,Single,5,2756,No,Travel_Rarely,20,3,1,2,9,2019-01-13,Yes
EMP00420,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,54,46-60,Male,Single,3,2502,Yes,Travel_Rarely,22,3,1,4,9,2021-02-25,Yes
EMP00421,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,33,26-35,Male,Married,2,2391,No,Non-Travel,12,4,3,2,9,2014-09-04,No
EMP00422,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Finance,Finance Executive,28,26-35,Female,Single,2,4524,No,Non-Travel,10,1,1,3,11,2021-05-10,No
EMP00423,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sales,Sales Executive,35,26-35,Male,Married,3,3577,No,Non-Travel,4,3,3,4,12,2017-06-03,Yes
EMP00424,Penang,George Town,George Town Branch 1,Sales,Sales Executive,43,36-45,Female,Single,3,3581,No,Travel_Rarely,3,3,2,2,12,2014-03-14,No
EMP00425,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,24,18-25,Female,Married,3,2109,No,Travel_Rarely,24,2,1,2,10,2023-12-29,No
EMP00426,Penang,George Town,George Town Branch 1,Customer Support,Customer Service,20,18-25,Female,Married,3,2506,No,Travel_Rarely,23,1,1,1,9,2020-02-05,Yes
EMP00427,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Delivery Rider,31,26-35,Female,Divorced,3,2507,No,Travel_Rarely,11,2,1,1,4,2022-10-11,No
EMP00428,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,41,36-45,Female,Married,4,2371,No,Non-Travel,12,1,2,4,1,2015-09-04,Yes
EMP00429,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,36,36-45,Female,Single,1,3231,Yes,Travel_Rarely,25,3,2,3,15,2020-06-28,No
EMP00430,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Finance,Finance Executive,27,26-35,Male,Divorced,2,4132,Yes,Non-Travel,6,3,3,2,5,2015-12-12,No
EMP00431,Sarawak,Kuching,Kuching Branch 2,IT,IT Support,55,46-60,Male,Married,2,3461,No,Non-Travel,20,2,3,3,11,2023-07-21,No
EMP00432,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,IT,IT Support,41,36-45,Female,Married,2,4130,No,Travel_Frequently,3,1,4,1,12,2020-10-05,No
EMP00433,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,51,46-60,Female,Married,3,2291,Yes,Non-Travel,24,1,4,1,15,2020-10-19,Yes
EMP00434,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,36,36-45,Male,Married,1,2184,Yes,Travel_Rarely,4,1,2,3,12,2022-12-01,No
EMP00435,Sarawak,Kuching,Kuching Branch 1,HR,HR Executive,30,26-35,Female,Divorced,3,3322,Yes,Non-Travel,22,3,2,4,2,2021-05-17,No
EMP00436,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,IT,IT Support,43,36-45,Female,Married,1,3119,No,Non-Travel,24,1,3,1,7,2014-11-20,No
EMP00437,Sarawak,Kuching,Kuching Branch 2,HR,HR Executive,49,46-60,Male,Single,3,3137,No,Travel_Rarely,17,2,2,3,13,2015-02-20,No
EMP00438,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,32,26-35,Female,Single,3,2458,Yes,Non-Travel,21,4,2,1,14,2016-11-12,Yes
EMP00439,Penang,George Town,George Town Branch 1,Customer Support,Customer Service,41,36-45,Male,Single,3,2247,No,Non-Travel,8,3,2,2,8,2017-11-06,No
EMP00440,Penang,George Town,George Town Branch 1,Customer Support,Customer Service,47,46-60,Female,Married,3,2280,No,Travel_Rarely,10,3,3,2,8,2016-01-01,No
EMP00441,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Assistant Manager,22,18-25,Male,Single,3,3097,No,Travel_Rarely,14,2,2,4,0,2016-08-16,No
EMP00442,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Delivery Rider,23,18-25,Male,Divorced,2,2215,Yes,Travel_Rarely,21,1,2,1,13,2014-03-24,No
EMP00443,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,IT,IT Support,42,36-45,Female,Married,2,2864,No,Non-Travel,15,2,1,2,0,2015-04-14,No
EMP00444,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,21,18-25,Female,Single,4,2828,Yes,Travel_Frequently,18,4,1,3,0,2021-06-11,No
EMP00445,Sarawak,Kuching,Kuching Branch 1,IT,IT Support,39,36-45,Male,Married,3,3916,No,Non-Travel,3,2,1,1,7,2021-06-26,Yes
EMP00446,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,30,26-35,Male,Married,2,2198,No,Non-Travel,3,3,1,4,0,2017-07-03,No
EMP00447,Johor,Johor Bahru,Johor Bahru Branch 1,Finance,Finance Executive,25,18-25,Female,Single,1,3915,No,Non-Travel,2,4,1,2,13,2017-09-30,No
EMP00448,Sarawak,Kuching,Kuching Branch 2,Operations,Cashier,53,46-60,Female,Divorced,2,2441,No,Non-Travel,5,3,1,3,8,2014-06-09,No
EMP00449,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Customer Support,Customer Service,31,26-35,Female,Married,4,2506,No,Travel_Rarely,22,2,1,4,13,2016-02-25,No
EMP00450,Sarawak,Kuching,Kuching Branch 1,IT,IT Support,55,46-60,Female,Single,2,3048,Yes,Travel_Rarely,17,2,2,4,14,2015-07-25,No
EMP00451,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Branch Manager,45,36-45,Male,Married,3,7089,No,Non-Travel,15,2,2,4,13,2023-05-07,No
EMP00452,Penang,George Town,George Town Branch 2,IT,IT Support,34,26-35,Male,Single,3,3895,No,Travel_Rarely,12,3,2,1,4,2015-08-29,No
EMP00453,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Delivery Rider,41,36-45,Female,Divorced,1,2151,No,Non-Travel,5,1,1,1,14,2014-05-07,Yes
EMP00454,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,20,18-25,Female,Single,3,2137,Yes,Travel_Rarely,20,2,4,4,14,2019-08-17,No
EMP00455,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Assistant Manager,30,26-35,Male,Married,4,3939,No,Travel_Rarely,11,4,3,4,8,2017-06-11,No
EMP00456,Selangor,Shah Alam,Shah Alam Branch 2,Customer Support,Customer Service,34,26-35,Female,Single,2,3103,No,Non-Travel,24,1,1,1,12,2023-12-03,Yes
EMP00457,Johor,Johor Bahru,Johor Bahru Branch 1,Finance,Finance Executive,50,46-60,Female,Single,2,3929,No,Non-Travel,21,4,1,4,2,2020-04-09,No
EMP00458,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Delivery Rider,41,36-45,Male,Single,3,2283,Yes,Non-Travel,13,4,1,2,5,2015-01-24,No
EMP00459,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,22,18-25,Male,Single,3,1997,No,Non-Travel,8,4,2,1,13,2018-01-11,No
EMP00460,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,IT,IT Support,53,46-60,Female,Married,1,3246,Yes,Travel_Rarely,3,3,3,2,9,2015-04-14,No
EMP00461,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Cashier,43,36-45,Female,Single,3,2322,No,Travel_Rarely,25,1,3,1,10,2019-10-13,No
EMP00462,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,50,46-60,Female,Married,3,2555,Yes,Non-Travel,19,1,4,2,14,2018-03-19,No
EMP00463,Penang,George Town,George Town Branch 2,Operations,Cashier,28,26-35,Female,Single,4,1975,No,Non-Travel,14,4,3,3,4,2022-05-15,No
EMP00464,Sarawak,Kuching,Kuching Branch 2,IT,IT Support,23,18-25,Male,Married,2,2533,No,Travel_Rarely,18,3,2,4,2,2023-02-07,No
EMP00465,Penang,George Town,George Town Branch 1,IT,IT Support,46,46-60,Female,Single,5,3635,No,Travel_Rarely,2,2,2,4,10,2017-08-30,No
EMP00466,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,48,46-60,Female,Married,3,1800,Yes,Non-Travel,17,1,3,3,13,2021-10-02,Yes
