TransactionID,Date,State,City,Branch,Region,Product,Quantity,Unit Price,Total Sale,Employee,Channel,PaymentMethod
TXN0016670,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_05,Takeaway,eWallet
TXN0016671,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_03,Takeaway,Card
TXN0016672,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Soft Drink,1,3.9,3.9,SalesRep_12,Dine-in,eWallet
TXN0016673,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,3,5.9,17.7,SalesRep_03,Takeaway,eWallet
TXN0016674,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,3,5.9,17.7,SalesRep_03,Dine-in,Card
TXN0016675,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_05,Takeaway,eWallet
TXN0016676,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,3,5.9,17.7,SalesRep_06,Takeaway,eWallet
TXN0016677,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Soft Drink,1,3.9,3.9,SalesRep_09,Dine-in,Cash
TXN0016678,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_05,Takeaway,Cash
TXN0016679,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,2,5.9,11.8,SalesRep_04,Dine-in,Cash
TXN0016680,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,2,5.9,11.8,SalesRep_08,Delivery,eWallet
TXN0016681,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Spicy Burger,1,14.9,14.9,SalesRep_09,Dine-in,eWallet
TXN0016682,2024-04-13,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,2,5.9,11.8,SalesRep_07,Takeaway,Cash
TXN0016683,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Soft Drink,3,3.9,11.7,SalesRep_12,Takeaway,eWallet
TXN0016684,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Fries,3,5.9,17.7,SalesRep_10,Takeaway,Card
TXN0016685,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,1,14.9,14.9,SalesRep_11,Takeaway,Card
TXN0016686,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,2,14.9,29.8,SalesRep_02,Takeaway,eWallet
TXN0016687,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,2,14.9,29.8,SalesRep_06,Delivery,eWallet
TXN0016688,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,2,13.9,27.8,SalesRep_04,Takeaway,Cash
TXN0016689,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_07,Dine-in,Cash
TXN0016690,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,2,11.9,23.8,SalesRep_02,Delivery,Card
TXN0016691,2024-04-13,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_07,Takeaway,Card
TXN0016692,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_02,Takeaway,eWallet
TXN0016693,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,2,12.9,25.8,SalesRep_11,Takeaway,eWallet
TXN0016694,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,3,10.9,32.7,SalesRep_12,Takeaway,Card
TXN0016695,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,1,12.9,12.9,SalesRep_02,Takeaway,Cash
TXN0016696,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_05,Delivery,Card
TXN0016697,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,3,10.9,32.7,SalesRep_04,Dine-in,eWallet
TXN0016698,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Soft Drink,2,3.9,7.8,SalesRep_09,Takeaway,eWallet
TXN0016699,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Spicy Burger,2,14.9,29.8,SalesRep_12,Delivery,eWallet
TXN0016700,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Soft Drink,1,3.9,3.9,SalesRep_11,Dine-in,eWallet
TXN0016701,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,2,12.9,25.8,SalesRep_03,Delivery,eWallet
TXN0016702,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,2,5.9,11.8,SalesRep_05,Dine-in,eWallet
TXN0016703,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_02,Dine-in,eWallet
TXN0016704,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,2,12.9,25.8,SalesRep_07,Takeaway,eWallet
TXN0016705,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_04,Dine-in,Card
TXN0016706,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,2,12.9,25.8,SalesRep_01,Dine-in,eWallet
TXN0016707,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Beef Burger,3,12.9,38.7,SalesRep_04,Takeaway,eWallet
TXN0016708,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Beef Burger,2,12.9,25.8,SalesRep_08,Takeaway,eWallet
TXN0016709,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,3,5.9,17.7,SalesRep_10,Takeaway,Card
TXN0016710,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_10,Delivery,eWallet
TXN0016711,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Veggie Burger,2,11.9,23.8,SalesRep_08,Dine-in,Card
TXN0016712,2024-04-14,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,1,5.9,5.9,SalesRep_01,Dine-in,Card
TXN0016713,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Spicy Burger,1,14.16,14.16,SalesRep_10,Takeaway,eWallet
TXN0016714,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_09,Takeaway,Card
TXN0016715,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,2,12.9,25.8,SalesRep_12,Takeaway,Card
TXN0016716,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_06,Delivery,Card
TXN0016717,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,3,13.9,41.7,SalesRep_11,Dine-in,eWallet
TXN0016718,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,2,10.9,21.8,SalesRep_08,Dine-in,eWallet
TXN0016719,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_05,Delivery,Cash
TXN0016720,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,3,10.36,31.08,SalesRep_06,Dine-in,eWallet
TXN0016721,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_10,Delivery,Cash
TXN0016722,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,1,3.9,3.9,SalesRep_11,Takeaway,Card
TXN0016723,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_07,Delivery,Card
TXN0016724,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Veggie Burger,2,11.9,23.8,SalesRep_07,Dine-in,eWallet
TXN0016725,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Veggie Burger,1,11.9,11.9,SalesRep_01,Dine-in,Card
TXN0016726,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,3,3.9,11.7,SalesRep_03,Takeaway,Card
TXN0016727,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,3,12.51,37.53,SalesRep_09,Dine-in,Card
TXN0016728,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_11,Dine-in,Card
TXN0016729,2024-04-14,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_11,Dine-in,eWallet
TXN0016730,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,1,13.9,13.9,SalesRep_07,Dine-in,Card
TXN0016731,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Beef Burger,1,12.9,12.9,SalesRep_02,Dine-in,Cash
TXN0016732,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Soft Drink,2,3.51,7.02,SalesRep_03,Takeaway,Card
TXN0016733,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Chicken Burger,2,10.9,21.8,SalesRep_04,Dine-in,eWallet
TXN0016734,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Beef Burger,2,12.9,25.8,SalesRep_11,Dine-in,Cash
TXN0016735,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Beef Burger,1,12.9,12.9,SalesRep_07,Dine-in,eWallet
TXN0016736,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,2,13.9,27.8,SalesRep_12,Dine-in,Card
TXN0016737,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,2,13.9,27.8,SalesRep_11,Takeaway,eWallet
TXN0016738,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Chicken Burger,2,10.9,21.8,SalesRep_09,Dine-in,Cash
TXN0016739,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Beef Burger,2,12.26,24.52,SalesRep_04,Takeaway,eWallet
TXN0016740,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Fries,2,5.9,11.8,SalesRep_12,Dine-in,eWallet
TXN0016741,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Fries,2,5.9,11.8,SalesRep_01,Takeaway,Card
TXN0016742,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,3,13.9,41.7,SalesRep_07,Dine-in,Cash
TXN0016743,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,2,13.9,27.8,SalesRep_06,Delivery,Card
TXN0016744,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Soft Drink,2,3.9,7.8,SalesRep_02,Takeaway,Card
TXN0016745,2024-04-14,Penang,George Town,George Town Branch 1,Penang,Spicy Burger,2,14.9,29.8,SalesRep_01,Dine-in,Card
TXN0016746,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Soft Drink,1,3.9,3.9,SalesRep_11,Dine-in,eWallet
TXN0016747,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Fries,1,5.9,5.9,SalesRep_02,Dine-in,Card
TXN0016748,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,2,10.9,21.8,SalesRep_08,Takeaway,eWallet
TXN0016749,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,2,10.9,21.8,SalesRep_03,Dine-in,eWallet
TXN0016750,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,2,10.9,21.8,SalesRep_04,Takeaway,Cash
TXN0016751,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Beef Burger,2,12.9,25.8,SalesRep_11,Dine-in,Card
TXN0016752,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,1,10.9,10.9,SalesRep_10,Dine-in,Card
TXN0016753,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Beef Burger,1,12.9,12.9,SalesRep_10,Dine-in,eWallet
TXN0016754,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,2,10.9,21.8,SalesRep_07,Takeaway,eWallet
TXN0016755,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,2,10.9,21.8,SalesRep_04,Delivery,eWallet
TXN0016756,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Soft Drink,2,3.9,7.8,SalesRep_11,Takeaway,Cash
TXN0016757,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Spicy Burger,2,14.9,29.8,SalesRep_07,Dine-in,eWallet
TXN0016758,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,2,10.9,21.8,SalesRep_12,Dine-in,Cash
TXN0016759,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Soft Drink,1,3.9,3.9,SalesRep_09,Takeaway,eWallet
TXN0016760,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Cheese Burger,2,13.9,27.8,SalesRep_12,Takeaway,eWallet
TXN0016761,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Soft Drink,3,3.9,11.7,SalesRep_11,Takeaway,eWallet
TXN0016762,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Cheese Burger,3,13.9,41.7,SalesRep_06,Dine-in,Card
TXN0016763,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Cheese Burger,1,11.82,11.82,SalesRep_04,Delivery,Card
TXN0016764,2024-04-14,Penang,George Town,George Town Branch 2,Penang,Cheese Burger,1,13.2,13.2,SalesRep_08,Takeaway,Cash
TXN0016765,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 1,Johor,Veggie Burger,1,11.9,11.9,SalesRep_12,Dine-in,eWallet
TXN0016766,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 1,Johor,Chicken Burger,3,10.9,32.7,SalesRep_03,Delivery,Card
TXN0016767,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 1,Johor,Spicy Burger,3,14.9,44.7,SalesRep_07,Dine-in,Cash
TXN0016768,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,2,5.9,11.8,SalesRep_12,Takeaway,eWallet
TXN0016769,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.9,25.8,SalesRep_01,Takeaway,Card
TXN0016770,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,2,3.9,7.8,SalesRep_02,Dine-in,Card
TXN0016771,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,3,12.51,37.53,SalesRep_12,Dine-in,Cash
TXN0016772,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,13.9,27.8,SalesRep_08,Dine-in,Cash
TXN0016773,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,3,11.9,35.7,SalesRep_04,Takeaway,eWallet
TXN0016774,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,2,11.9,23.8,SalesRep_08,Dine-in,eWallet
TXN0016775,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,12.51,25.02,SalesRep_08,Delivery,eWallet
TXN0016776,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,3,10.9,32.7,SalesRep_07,Dine-in,Card
TXN0016777,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,2,3.7,7.4,SalesRep_06,Dine-in,eWallet
TXN0016778,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,2,5.9,11.8,SalesRep_04,Takeaway,eWallet
TXN0016779,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,2,11.9,23.8,SalesRep_06,Dine-in,Card
TXN0016780,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,3,12.9,38.7,SalesRep_02,Takeaway,Card
TXN0016781,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,1,12.9,12.9,SalesRep_02,Dine-in,eWallet
TXN0016782,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,13.9,27.8,SalesRep_10,Delivery,eWallet
TXN0016783,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_11,Takeaway,Card
TXN0016784,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,3,13.9,41.7,SalesRep_10,Takeaway,eWallet
TXN0016785,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,2,5.9,11.8,SalesRep_10,Delivery,eWallet
TXN0016786,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_03,Dine-in,eWallet
TXN0016787,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,3,13.9,41.7,SalesRep_12,Dine-in,Card
TXN0016788,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,1,10.9,10.9,SalesRep_08,Dine-in,eWallet
TXN0016789,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Spicy Burger,1,14.9,14.9,SalesRep_08,Dine-in,Card
TXN0016790,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,1,3.9,3.9,SalesRep_08,Delivery,eWallet
TXN0016791,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,1,5.9,5.9,SalesRep_04,Dine-in,Card
TXN0016792,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Spicy Burger,3,14.9,44.7,SalesRep_09,Dine-in,Cash
TXN0016793,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,2,5.9,11.8,SalesRep_07,Dine-in,eWallet
TXN0016794,2024-04-14,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_08,Dine-in,Cash
TXN0016795,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Beef Burger,1,12.9,12.9,SalesRep_01,Takeaway,eWallet
TXN0016796,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,1,10.9,10.9,SalesRep_10,Dine-in,Cash
TXN0016797,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,2,10.9,21.8,SalesRep_03,Takeaway,Card
TXN0016798,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Veggie Burger,1,10.12,10.12,SalesRep_07,Takeaway,eWallet
TXN0016799,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Spicy Burger,2,14.9,29.8,SalesRep_03,Takeaway,Card
TXN0016800,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Soft Drink,1,3.9,3.9,SalesRep_07,Dine-in,Card
TXN0016801,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Cheese Burger,3,13.9,41.7,SalesRep_05,Takeaway,Card
TXN0016802,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Beef Burger,2,12.9,25.8,SalesRep_11,Takeaway,Cash
TXN0016803,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,1,10.9,10.9,SalesRep_08,Takeaway,eWallet
TXN0016804,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Cheese Burger,2,13.9,27.8,SalesRep_12,Takeaway,eWallet
TXN0016805,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Chicken Burger,2,10.9,21.8,SalesRep_11,Dine-in,eWallet
TXN0016806,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Beef Burger,2,12.9,25.8,SalesRep_12,Takeaway,eWallet
TXN0016807,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,2,5.9,11.8,SalesRep_08,Takeaway,Cash
TXN0016808,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,2,5.9,11.8,SalesRep_01,Takeaway,Cash
TXN0016809,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Soft Drink,3,3.9,11.7,SalesRep_12,Dine-in,eWallet
TXN0016810,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Soft Drink,2,3.9,7.8,SalesRep_02,Delivery,eWallet
TXN0016811,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Soft Drink,3,3.9,11.7,SalesRep_09,Takeaway,Card
TXN0016812,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,1,5.9,5.9,SalesRep_06,Takeaway,Card
TXN0016813,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Beef Burger,2,12.9,25.8,SalesRep_09,Delivery,eWallet
TXN0016814,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Chicken Burger,3,10.9,32.7,SalesRep_08,Dine-in,Card
TXN0016815,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,2,5.9,11.8,SalesRep_12,Takeaway,Card
TXN0016816,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Beef Burger,1,12.9,12.9,SalesRep_04,Dine-in,eWallet
TXN0016817,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Beef Burger,1,12.9,12.9,SalesRep_04,Dine-in,Cash
TXN0016818,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,1,5.9,5.9,SalesRep_06,Takeaway,eWallet
TXN0016819,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Soft Drink,2,3.9,7.8,SalesRep_01,Dine-in,Cash
TXN0016820,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,1,5.9,5.9,SalesRep_12,Dine-in,eWallet
TXN0016821,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Veggie Burger,2,11.9,23.8,SalesRep_11,Takeaway,Cash
TXN0016822,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,1,5.9,5.9,SalesRep_08,Dine-in,Cash
TXN0016823,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Chicken Burger,1,10.9,10.9,SalesRep_03,Dine-in,Cash
TXN0016824,2024-04-14,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Cheese Burger,1,13.9,13.9,SalesRep_07,Dine-in,eWallet
TXN0016825,2024-04-14,Sarawak,Kuching,Kuching Branch 1,Sarawak,Soft Drink,2,3.9,7.8,SalesRep_03,Dine-in,Cash
TXN0016826,2024-04-14,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,1,12.9,12.9,SalesRep_05,Takeaway,Card
TXN0016827,2024-04-14,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,3,12.51,37.53,SalesRep_05,Dine-in,eWallet
TXN0016828,2024-04-14,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,1,13.9,13.9,SalesRep_02,Takeaway,eWallet
TXN0016829,2024-04-14,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,1,12.9,12.9,SalesRep_12,Dine-in,Cash
TXN0016830,2024-04-14,Sarawak,Kuching,Kuching Branch 1,Sarawak,Spicy Burger,1,12.66,12.66,SalesRep_06,Delivery,Cash
TXN0016831,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,2,11.9,23.8,SalesRep_01,Takeaway,Cash
TXN0016832,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,2,13.9,27.8,SalesRep_05,Dine-in,Card
TXN0016833,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_08,Takeaway,Cash
TXN0016834,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,3,13.9,41.7,SalesRep_11,Delivery,eWallet
TXN0016835,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,1,14.9,14.9,SalesRep_11,Takeaway,Cash
TXN0016836,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,3,12.9,38.7,SalesRep_06,Dine-in,Card
TXN0016837,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Fries,3,5.9,17.7,SalesRep_08,Delivery,eWallet
TXN0016838,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,2,12.9,25.8,SalesRep_02,Dine-in,Card
TXN0016839,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,3,12.9,38.7,SalesRep_04,Takeaway,Card
TXN0016840,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,1,12.9,12.9,SalesRep_12,Takeaway,Card
TXN0016841,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Soft Drink,3,3.9,11.7,SalesRep_09,Delivery,Card
TXN0016842,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_05,Dine-in,Card
TXN0016843,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,1,12.66,12.66,SalesRep_08,Takeaway,Cash
TXN0016844,2024-04-14,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,1,13.9,13.9,SalesRep_10,Dine-in,Card
TXN0016845,2024-04-15,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_03,Takeaway,eWallet
TXN0016846,2024-04-15,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,3,12.9,38.7,SalesRep_07,Takeaway,eWallet
TXN0016847,2024-04-15,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,1,11.61,11.61,SalesRep_07,Dine-in,Card
